Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Lufthansa,2,"""flight tickets increased drastically""",9th July 2023,FALSE,"  I had round trip via Frankfurt to Brittany, France. Prices for flight tickets increased drastically from 2019 to 2023. But what about quality of Lufthansa's service onboard, it has gone down in comparison with the pre-pandemic era. Forget about quality and tasty meals and beverages for free. It is not anymore included in flight ticket prices as well as choice of it. Onboard Lufthansa staff throws you one small bottle of the cheapest water from Denmark in plastic bottle and after 10 g bar of the cheap chocolate. On my final fly from Frankfurt I got very unpleasant neigbourghood from my back seating place. Crew told that they cannot replace me due no free places.",,Solo Leisure,Economy Class,Rennes to Oslo via Frankfurt,June 2023,1,1,1,1,1,1,1,no
Lufthansa,1,"""have never experienced such horrendous service""",7th July 2023,FALSE,"  The customer service I received was absolutely appalling! They messed my booking up, the check in, seat selection, the list goes on. The call centre staff couldn't understand me and weren't willing to help. I've flown all over the world with many different airlines and have never experienced such horrendous service. I will never fly with Lufthansa again and encourage others to do the same.",,Couple Leisure,Economy Class,Manchester to Vancouver via Frankfurt,June 2023,1,1,1,1,1,1,1,no
Lufthansa,3,"""We will never fly with Lufthansa again""",7th July 2023,TRUE,"  We flew from Cape Town to the UK via Frankfurt, the out bound trip was okay. The food was terrible, almost inedible. The return trip was a disaster. The flight out of the UK was delayed causing us the miss the connecting flight home. The flight eventually landed at 22:30. Frankfurt airport shuts down at 22:00, including the in transit hotel. We were forced stay in the transit terminal without food or water until 6:30 the next morning when the Lufthansa service desk eventually opened. We were put on to a Qatar flight departing at 17:00. 19 hours in the transit area. We will never fly with Lufthansa again and never pass through Frankfurt airport again.",,Family Leisure,Economy Class,London to Cape town via Frankfurt,July 2023,2,2,1,2,3,,1,no
Lufthansa,2,"""food was basically inedible""",6th July 2023,FALSE,"  I flew this flight with Lufthansa a few months ago and I still can't get over just how much of a bad experience it was. The meal service was particularly bad, the food was basically inedible. The breakfast just before arriving in Bangkok was unbelievable. I was really hungry after the very small portion of pasta the night before and was looking forward to the breakfast. It consisted of a yoghurt and a sandwich which I think was ham. I couldn't say for definite since it was frozen solid as was the yoghurt. The flight attendant couldn't care less after I pointed it out to her. Even had we got metal cutlery it wouldn't have cut through it, the plastic stuff we got was extremely cheap rubbish. We never got to see the attendants after the one serving from the drinks trolley. On the return journey from Munich to Manchester I fancied a gin and tonic only to be told it would be 7.50. Having paid out big money for the flights I couldn't believe they were charging the same as budget airlines. Never ever again.",A320-200,Solo Leisure,Economy Class,Manchester to Bangkok,April 2023,2,1,1,2,,,2,no
Lufthansa,1,"""never fly with your airline again""",6th July 2023,TRUE,"  Horrible experience since checking in for flight. We were leaving Chicago, was not able to select seats through Luftansa and was told to pick it 24 hours before actual flight. Flight didn't take off and sat for 2 hours on the tarmac. The entertainment system did not work on the way back to the states and the flight attendant tried to get it restarted and didn'twork. No USB to charge phone since it's an older airplane. Worse is when we landed in Chicago yesterday, we still don't have our luggage a day later. All passengers on flight LH430 - after waiting for over an hour were told to file a delayed lost luggage online. The cargo door could not be open was the answer they gave us. You need to do better Luftansa, we spent 7k for 3 people and an infant with you and your flight partners. We wanted German precision but you delived sub par performance at a premium price, we will never fly with your airline again. ",Boeing 747-8,Family Leisure,Economy Class,Frankfurt to Chicago,July 2023,3,4,3,1,1,1,1,no
Lufthansa,7,"""nothing special, nothing wrong either""",5th July 2023,TRUE,"  Boarding was unfortunately difficult caused by passengers with too much hand luggage. Flight departure was with a short delay - an acceptable cold breakfast was served with cold cuts and some cheese. FA were friendly - nothing special, nothing wrong either.",A320,Business,Business Class,Brussels to Munich,June 2023,3,4,3,3,,,4,yes
Lufthansa,1,"""will not do anything to compensate""",3rd July 2023,FALSE,Our flight was delayed and we missed our connecting flight because they did not have anyone to transport passengers to the connecting flights terminal on the other end of the airport. They caused us to arrive at our destination over 14 hours later when the rental car counters had all closed so we lost our rental car reservation and had to book a hotel room and wait until the next morning. Then we had to rent a more expensive car because our original reservation was missed due to the late flight. On top of all that they lost one of our bags and returned it to us 3 days later in terrible condition. The bag looked like it had been dragged though dirt and beat up. We had to spend even more money to buy clothes for the 3 days we didn’t have the bag. I tried numerous times to call and email and you get absolutely no help from anyone. Just an email reply saying sorry but they will not do anything to compensate for all the additional costs they caused our family and nothing to make up for the worst flying experience we have had in our lives.,,Family Leisure,Economy Class,Miami to Bologna via Frankfurt,July 2023,1,1,1,1,1,1,1,no
Lufthansa,4,"""No free food, no free drinks""",2nd July 2023,TRUE,"  After several disappointing trips with Lufthansa Business with terrible seats and inedible food, I decided to fly Lufthansa Economy only when using this airline. The boarding process was easy and well organised. The seat was rather small and flimsy with not much legroom. Lufthansa forked out a small bottle of water - that’s it. No free food, no free drinks. Honestly, I don’t see why not flying budget carriers - there is no difference except maybe the real priority boarding offered by the flag carriers.",A319/A321,Business,Economy Class,Berlin to Catania via Munich,June 2023,1,1,,4,,,3,no
Lufthansa,8,"""economy class was fine and as expected""",2nd July 2023,TRUE,"  Flight on economy class was fine and as expected. Seat was comfortable, flight on-time, and inflight meals were good. Economy class service was good as well. Overall, no complaints at all.",,Couple Leisure,Economy Class,New York to Munich,May 2023,4,4,4,4,4,,3,yes
Lufthansa,1,"""will definitely avoid""",1st July 2023,FALSE," Worst service my family has ever received. First, the flight was delayed, and then they changed the gate and didn't give enough time for the people to move to the new gate. My relatives missed the flight and nobody took responsibility for that. They even have the audacity to ask for money in order to give them new tickets for the next flight and then after a lot of arguing they accepted to give tickets at least, but nothing more. My relatives had to stay for 24 hours in the airport, Lufthansa didn't compensate for anything, no hotel, nothing. We will definitely avoid flying with this company ever again.",,Family Leisure,Economy Class,Chicago to Tirana via Frankfurt,June 2023,1,1,1,1,1,1,1,no
Lufthansa,1,"""they do not respect their customers""",1st July 2023,TRUE," In June 2022, we were going back to Montreal from Toulouse (with a layover in Munich). The plane left Toulouse over an hour late, which made us miss the flight from Munich to Montreal. We had to wait 4h in line to get the tickets for the hotel/cab + plane tickets for the next available flight (24h later) to Montreal. The next day we got into the plane, the plane was nasty. I tried putting my bottle of water in the compartment in front of my seat and as I reached to put it I touched used, humid Kleenex from the previous passengers. I was about to take a picture of it when the stewardess saw me and changed our seats. The new seats we’re as nasty as the previous one, coffee stains on the table, visible old journals in the compartment, hairs on the other table, etc. That was at the time when Airlines companies were supposed to clean the planes very well in between flights (for obvious COVID reasons), we we’re also still required to wear a mask at all times. Two days after my arrival, I wrote a complaint and asked for the legal compensation for the missed flight (over 24h forced stay in Munich) and I also complained about the dirty plane, asking for a supervisor to call me. I did not receive and calls, only a weird email asking me for my banking information, which I replied to saying I wasn’t comfortable giving this information that way. It took 5 months (November 2022) before I received another email stating that it was a safe way to give my information through the website. I did send my banking information through the website shortly after that, reiterating that I also wanted to receive a call from a supervisor. I didn’t receive any calls nor any compensation whatsoever. I tried contacting the customer service department a couple of times, they would either hang up on me or make me wait for hours until the line would magically cut. At one point I was able to speak to someone, who confirmed to me it could take a couple months for me to receive something. Its been over a year now, I still haven’t received the call, I warned them that I would file a complaint to the OTC, asked them to settle this with me before, they didn’t reach out to me. I filled the complaint, still wrote to them that I was willing to settle it in a friendly way but they still refuse to call me. So for all the reasons above, I give the lowest rate I could give to this airplane company. The planes are not clean, they do not respect their customers, they do not respect the laws. Do not encourage that type of behavior, book with another company.",,Couple Leisure,Economy Class,Toulouse to Montreal via Munich,August 2022,1,1,1,1,1,1,1,no
Lufthansa,3,"""connecting flight got cancelled/left""",29th June 2023,TRUE,My return journey from Barcelona to Stavanger via Frankfurt was horrible! It took a little extra time to fly from Barcelona to Frankfurt and meanwhile connecting flight got cancelled/left and my ticket was reissued having a 10:30 hours transit. They issued a voucher of 15 euro for lunch but it didn’t work at their participating shops! I emailed them to reimburse but didn’t hear back from them. I was exhausted spending those 10:30 hours without kind of cooperation. Even couldn’t avail another convenient flight of them that could reach me early as they said that their server wasn’t working.,,Solo Leisure,Economy Class,Barcelona to Stavanger via Frankfurt,May 2023,3,4,,1,,,1,no
Lufthansa,1,"""mishandling my delayed luggage""",29th June 2023,TRUE,Unbelievably disappointed for mishandling my delayed luggage and offering completely insufficient compensation. Unacceptable service and lack of empathy. Avoid at all costs!,,Business,Economy Class,Vilnius to Munich via Berlin,June 2023,2,3,,2,,,1,no
Lufthansa,1,"""I was extremely disappointed""",27th June 2023,TRUE,"  The quality and value for money of upgrades to business and premium economy are appalling. I paid significant amounts to upgrade my passenger class due to an accident that occurred on top of existing mobility limitations. I was desperately in need of a more comfortable return trip. I was extremely disappointed and after the trip, Lufthansa didn’t even bother to respond to my emails. I had to chase them several times and their interest was nil.",,Solo Leisure,Business Class,Bangkok to Birmingham via Munich,May 2023,1,2,2,2,2,2,1,no
Lufthansa,1,"""no service for the money I paid""",27th June 2023,TRUE,"  Lufthansa doesn't care for the passengers! In my case, they were late 1.30h in Chicago, and we landed in Frankfurt 20 min before the departure time! It took us about 15 min to get out of plane, and the gate which was again connection with Lufthansa was so far, we made it 5 min after the scheduled time, and they already left. When asked, they said that the plane was overbooked, and they couldn't wait for us. So they take off late and the same company doesn't care to wait 5 min. Instead they will run away early, because they sell the tickets twice. They made us wait in the airport for over 12 hours to wait for the next flight, and gave use $15 voucher to eat. $15 for the whole day? This was the biggest joke. The worse experience ever in 20 years. Stay away for Lufthansa! In the plane, the screen wasn't working, was so boring not being able to watch a movie. My ticket cost me around $2000, and I got no service for the money I paid. I have never seen such a careless company!",,Solo Leisure,Economy Class,Chicago to Skopje via Frankfurt,June 2023,1,1,1,1,1,1,1,no
Lufthansa,3,"""will not fly Lufthansa again""",26th June 2023,TRUE,"  First leg, JRO-FRA- boarding process was a mess and dis-organized. Business class - Only one person at the gate checking boarding passes. Flat bed not comfortable. No rest rooms in the front of plane. Two restrooms that were shared with economy comfort and occupied. Second leg, FRA -LAX - again same issue with boarding. Business class - only one person at gate checking boarding passes and everyone pushing to try to get through. No orderly queue. Flat bed more comfortable because there was a mattress pad. In general, one of the worst airlines that I have used and will not fly Lufthansa again.",A330 / Boeing 747,Solo Leisure,Business Class,Nairobi to Los Angeles via Frankfurt,June 2023,3,3,2,2,,,2,no
Lufthansa,1,"""Never again Lufthansa""",25th June 2023,FALSE,"  Luggage payment was not included in the ticket price. I had to pay extra 75 CAD at each airport. None of them accepted cash. In Toronto, the payment machine did not recognise my Visa card. I was sent to another counter where they issued a card with 75 dollars in it plus 9 CAD for the service. In Sofia, the card worked but instead of 101 units in local currency, I was charged 101 CAD (I lost another 26 dollars). One may say 35 dollars lost is not a big deal. True, but the problem is with the nerves. On top of the stress with checking in, security check and wasting time (you must be at the airport 3 hours before the departure time and departure was late by a whole hour) comes the stupid requirement to pay separately for the luggage. Not online or within the ticket price, but at the airport. Never again Lufthansa.",,Solo Leisure,Economy Class,Toronto to Sofia,June 2023,1,1,1,1,,,1,no
Lufthansa,6,"""they were totally inflexible""",25th June 2023,TRUE,"  I flew from São Paulo to Frankfurt on the 1st June. The flight was almost completely full. On this 12-hour flight, we were placed in seats next to a partition, with no possibility of any movement to recline the backrest. The seat was only completely vertical. I spoke with the flight attendants about the problem. I noticed that there were 10 or 15 free seats in economy-plus / premium economy. I talked to the team again, I spoke about the discomfort of traveling for 12 hours in that seat, but they were totally inflexible. The 10-15 economy-plus seats were empty for the entire flight, and we had the backrest upright. The lack of flexibility and understanding of this discomfort on the part of the onboard team was astonishing.",,Business,Economy Class,São Paulo to Frankfurt,June 2023,1,1,4,3,2,,4,no
Lufthansa,7,"""staff acted a bit uncoordinated""",24th June 2023,TRUE,"  The check-in was a bit hesitant, since the staff acted a bit uncoordinated and the staff were not well pre-sorted by boarding numbers. Especially in a destination with a lot of older travelers not really well organized and prepared. The flight and the aircraft used were in excellent condition and there were no complaints.",A321 neo,Couple Leisure,Economy Class,Edinburgh to Frankfurt,June 2023,5,4,2,2,,,4,yes
Lufthansa,9,"""everything was to our complete satisfaction""",24th June 2023,TRUE,"  From check-in (1 day before) to arrival in Bristol everything was to our complete satisfaction. The seat spacing on the type of aircraft used was a little smaller than usual, but was easy to bear due to the short flight duration.",Embraer 195,Couple Leisure,Economy Class,Frankfurt to Bristol,June 2023,3,4,3,5,,,4,yes
Lufthansa,1,"""my suitcase was missing""",24th June 2023,FALSE,"  I flew with Lufthansa now 2 times, from Trondheim to Venice. I had to change flights in Munich before going to Italy (April and June) and both times my suitcase was missing and the plane was late. I do not recommend.",,Solo Leisure,Economy Class,Trondheim to Venice,June 2023,3,2,,2,,,1,no
Lufthansa,1,"""delayed by close to two hours""",23rd June 2023,TRUE," Both outbound and inbound flights were delayed by close to two hours, and this happened every single time when I took this airline to destinations in East and Southeast Europe. The positions we received in Frankfurt and Munich were always outside positions which made it nearly impossible to catch the connecting flight and, attitude of LH staff on the plane and on the ground in the airport is arrogant and unfriendly.",,Solo Leisure,Economy Class,Sarajevo to Milan via Frankfurt,June 2023,2,2,1,1,1,2,1,no
Lufthansa,2,"""Left our bags in Munich""",20th June 2023,TRUE," Left our bags in Munich, so we're stuck on vacation unable to do the things we came to Italy to do. Their excuse? The ""current situation"" with air travel - shorthand for not wanting to pay for enough baggage handlers. Makes you not want to bother traveling.",,Couple Leisure,Economy Class,Munich to Naples,June 2023,1,1,1,1,,,1,no
Lufthansa,1,"""Extremely disappointing""",19th June 2023,TRUE," Absolutely unpleasant and the worst flight I've ever had. They delayed flight and caused me to miss the connecting trip, which I also booked from Lufthansa (bus express). In addition, I lost my baggage because of it and nobody at the customer service point could help out. Person A (from Lufthansa) would say a completely different thing to person B, and so on (I talked to a number of Lufthansa employees, and each of them said different things). I had to get my connecting bus ticket three times (they made me miss my bus three times because of my lost luggage). The worst was when I was approaching one of the employees and with a very unfriendly tone, she said: ""Nobody can help you now. Come back tomorrow morning."" I was roaming around the airport at midnight for hours asking them and that's what they told me. They even do not give me any compensation during the lost baggage period. Extremely disappointing.",,Solo Leisure,Economy Class,Warsaw to Frankfurt,June 2023,1,1,1,1,1,1,1,no
Lufthansa,1,"""shocking customer service""",19th June 2023,FALSE,"  Absolutely shocking customer service. Lost luggage, said they would pay 50% of costs for clothing for two small kids and an adult - not sure what law that represents. The worst is that the official helpline is utterly terrible. I've spent short of 6 hours trying to get through to someone. The end result is that the helpline for baggage is ""just an information centre"" and can't actually tell me where our lost kids clothes are. They ""make a request"". This is abysmal.",,Family Leisure,Economy Class,Munich to Cape Town,June 2023,1,1,1,1,1,,1,no
Lufthansa,1,"""they need to pay me 600Eur"" ",18th June 2023,TRUE,"  On my return flight from OTP to YUL, on June 13 I was denied boarding because Lufthansa overbooked the flight. They refused at the beginning to offer an alternative flight, but after insisting they offered an alternative flight with Air France. Because of this I arrived 5 hours late and Lufthansa offered me a Passenger receipt for a compensation. Even though i have a document from Lufthansa mentioning that they need to pay me 600Eur they refuse to pay it.",,Solo Leisure,Economy Class,Bucharest to Montreal via Munich,June 2023,3,2,2,1,3,1,1,no
Lufthansa,3,"""there is no service from attendants""",17th June 2023,FALSE,"  Had 5 total seats. One seat the in flight entertainment screen was not functioning, 2 seats had the light stuck on over half the flight (8 hours). Flight left an hour. late Flight attendants were not interested in helping. As others have noted there is no service from attendants during flight. Overall poor experience from the ""flagship airline"" for Germany.",,Family Leisure,Economy Class,Frankfurt to Chicago,June 2023,1,1,3,4,1,1,1,no
Lufthansa,1,"""Boarding procedures chaotic""",16th June 2023,TRUE," The worst flight ever. Delay to incoming flight resulted in a two hour delay in departure. No information or explanation given other continued changes to departure time on boards. Boarding procedures chaotic. Although cabin bag size restriction is published, this was not enforced, leading difficulties in place correct sized bags in overhead lockers. Choice of food available for purchase on board very poor. Cabin staff unhelpful. Information given re onward flight affected by delay given re other flights but not to London Heathrow. On arrival in Frankfurt no stand available causing further delay, when stand was allocated, plane had to move to another since offloading equipment was in the wrong place! Before disembarking told London flight was being held for 15 minutes. After a race across the concourse, arrived at gate in time to board, only to be told flight had already closed no information. Gate staff officious, rude and unhelpful. Do help with any information as to how to re book onward flight, or when that might be. Eventually given new boarding passes for flight already boarding, so another dash to new gate.",,Solo Leisure,Economy Class,Vilnius to London Heathrow via Frankfurt,June 2023,2,2,2,1,,,2,no
Lufthansa,1,"""A very pleasant flight""",16th June 2023,TRUE,"  After checking in online and receiving my boarding pass I noticed that in the LH App my seat was not the same as the one on the boarding pass but 1 row in front, separating my wife and myself. When dropping off the bag at LH in Munich I was informed that my original seat has an issue with its electronic and as a precaution I was assigned a different seat. The check in agent then rearranged both my wife's and my seat to perfect different couple seat and all was really super. I was impressed that Lufthansa realised that there is a seat issue in advance and proactively cleared all issues. Boarding on the 15th of June for LH 494 was not as smooth as it could have been but acceptable. In flight service was top notch with very friendly and efficient attendants, meals very very well presented and of the highest quality. Plane was clean and in-flight entertainment good. LH Business Class seats are a matter of taste and admittedly I prefer those to the cocoon like atmosphere of others and when travelling as a couple just perfect. Choosing D and G seats will also eliminate the aisle access issue. Plane landed a bit before the scheduled time. A very pleasant flight.",A350,Couple Leisure,Business Class,Munich to Toronto,June 2023,5,5,5,5,5,,5,yes
Lufthansa,8,"""Service onboard was friendly""",15th June 2023,TRUE,"  European short haul business class can not be compared with international, the seating is very different normal standard class seats with a spare seat in the centre. However for this short flight it was adequate. Service onboard was friendly, if a little mechanical. Food served was pretty nice with very tender beef with mashed celeriac and, a chocolate pudding and delicious bread roll and butter. A wide choice of drinks were offered, wine, beer, soft drinks, tea coffee etc. The flight attendant came around several times on this short flight offering further drinks and tidying up. We also received the very tasty Lufthansa branded chocolate.",A319,Couple Leisure,Business Class,Ljubljana to Frankfurt,September 2022,4,5,5,4,,,4,yes
Lufthansa,8,"""flight experience Lufthansa was good""",15th June 2023,TRUE,"  Our flight experience Lufthansa was good. The app was very useful and worked perfectly, we were able to check in and download boarding passes without any issues, information via the app was useful not having travelled via Frankfurt before and directions we needed to follow on arrival were of particular use. Our flights were reasonably on time and flight attendants on both legs were pleasant and attentive. We were given a small bottle of water and a tasty Lufthansa branded chocolate. Having had a large breakfast at Manchester this was all we needed.",A321-200,Couple Leisure,Economy Class,Manchester to Ljubljana via Franfurt,September 2022,4,5,4,4,,,4,yes
Lufthansa,3,"""asked me to pay for my carry on luggage""",15th June 2023,TRUE,"  I had 2 bags one carry on and one checked in bag that I paid for. On my way from Canada I had no issues. Everyone was lovely and things were okay. On my way back from Nice to canada. The staff asked me to pay for my carry on luggage as the measurements were bigger than usual. I informed them that I had no issues coming to nice with that same luggage and was checked in by a Lufthansa employee. The customer service at Nice airport was horrible. I should’ve been informed of this when I was departing from Canada.  There are no real standards or rules. And obviously it varies from airport to airport, which is extremely stressful.  This was a Lufthansa staff error. & they still had me pay for the bag.",,Couple Leisure,Economy Class,Munich to Toronto,June 2023,2,2,2,1,2,,1,no
Lufthansa,2,"""Absolutely pathetic experience""",14th June 2023,TRUE,"  Absolutely pathetic experience, nowhere close to what I heard about Lufthansa. Cabin crew was not approachable or friendly, almost felt like they have been sent to do their jobs on gunpoint. Ran out of food options too quick and what we got was inedible by any standards. Seats were very hard and uncomfortable, pillow case and blankets were very dirty. Tray table was not cleaned. Worst of all, no headphones were provided on a 10 hour flight nor was the WiFi working. Absolutely the worst experience on any airliners flown so far.",A340-300,Family Leisure,Economy Class,Chennai to Frankfurt,June 2023,1,1,1,3,1,1,2,no
Lufthansa,5,"!frequent flyer programme atrocious""",12th June 2023,TRUE," I flew Lufthansa three times last year (twice to India and once to Japan). The India flights were, rather surprisingly, alright, and the Japan one less so. But my problem is not with the flights themselves, but rather with Lufthansa's frequent flyer programme ('miles & more'), which is simply atrocious. First of all, there is no possibility anywhere of interacting with a human being. For some reason, the flight mileage is seemingly arbitrary. Whereas my daughter and I flew together, she got no mileage for two of her four flights and I got nothing for one (a different) sector. How do you fix this? Well, you go to their website and scan in your boarding pass and submit the request. You get a cryptic (by that I mean idiotic) ""reply"" but you cannot reply to that and ask for a clarification! All you can do is to redo the same thing you just did. Secondly, I just tried looking to see how much credit I could get with my miles towards a ticket for my kids. How do you do this? Well, you login to the miles & more website and ask for a flight on the dates of interest. Back a message saying that unfortunately no tickets are available for the dates requested, but perhaps changing the dates might help, alongside a helpful link back to the previous page, instead of showing you a grill with availability on dates a week before or after. So you go back to the previous page and has it kept your data? Of course not! They clearly do not want you to use your mileage. It's truly pathetic and unworthy of a major airline.",,Family Leisure,Economy Class,Paris to Bangalore via Frankfurt,December 2022,2,3,2,4,4,3,3,no
Lufthansa,2,"""Very disappointing and infuriating""",10th June 2023,TRUE,Very disappointing and infuriating. Paid for upgraded seats - given the two middle seats of a row of four - hideous when going to the bathroom several times over a long flight. Cabin crew annoyed that we were not happy about our money being stolen by their company for services not given. Practically threw our food and drink at us the whole flight - it was ordinary at best anyway. To give credit we did arrive more or less on time and safely so really that is what you ultimately want. However then ensued several months of emails trying to at least get a refund for the services not supplied - no joy with this and in fact some very weird emails promising refunds which never materialised. What a waste of time - would never fly with Lufthansa again and definitely would not recommend. I'm was really surprised that the German national air carrier is so abysmal!,,Couple Leisure,Economy Class,Singapore to Frankfurt,October 2022,1,1,1,1,2,,2,no
Lufthansa,3,"""not take any responsibility for this""",9th June 2023,FALSE,"  I ordered an exit seat that allows for more space for your legs and paid 85$ for it. The ground steward confirmed that I have this seat. However, when I boarded, I was given a different seat. The flight attendant apologized and said that I should reach out for the customers' care for reimbursement. I sent 4 letters to customers' care, each time required to provide more explanations for this very simple event. Finally, they answered that the company does not take any responsibility for this and that they will not reimburse me. Bottom line: bought something that was not provided and was not reimbursed. I find this unacceptable.",,Solo Leisure,Economy Class,Vancouver to Frankfurt,May 2023,1,3,,5,,,1,no
Lufthansa,2,"""Staff unfriendly and abrupt""",7th June 2023,FALSE,Awful overall from start. Plane loaded illogically from front to back so last on battling through others. Food awful and special diet food forgotten about until asked for. Response given not apologetic but annoyed. Touchscreens nonresponsive. Seat recline very difficult and earpiece plug not functioning in 1 ear plug. Staff unfriendly and abrupt. Leg room shrunk in last years too.,,Couple Leisure,Economy Class,Singapore to Frankfurt,June 2023,1,1,1,3,1,1,2,no
Lufthansa,1,"""Real problem was the luggage""",6th June 2023,TRUE," Problem was not the flight, although we had to run for the stop-over in Frankfurt (don't take a stop-over of 1.20 hrs). Real problem was the luggage. Had to pay 500 euros extra for 2 extra suitcases (OK) but our stroller/baby car went for free. This stroller/baby car consists of 2 parts, the bed and the frame with wheels. The frame with wheels never arrived in Sao Paulo (due to Brazilian law you have to pick up your luggage at the first entry in Brazil). Made a report via the Lufthansa website and then it's waiting but nothing happened. Called the luggage department 3 times and they just tell you to wait. Although they ask about a list of contents, which I already filled in . They gave me an email address to mail to send the pictures to, afterwards you get a nice email confirmation. But the pictures are never added to case! After 5 days still nothing. It looks like the luggage department can't just call Frankfurt and asked if it arrived there, then call Sao Paulo or Amsterdam lost luggage (only 3 calls or 3 computer systems, that shouldn't be that difficult). During the calls they constantly ask you for the list of contents, which I filled in off-course, but you can't upload of picture of the lost item (then it would be found pretty quickly). Yes, I can claim 50% of the value, but strollers in Brazil are different and not as good. They should just find the stroller frame with wheels. If the bed part can arrive, why not the stroller? So flying with Lufthansa can be fine or cheap, but if you luggage is lost, you are doomed and can't even speak to somebody normal.",,Solo Leisure,Economy Class,Amsterdam to Belo Horizonte via Frankfurt & Sao Paulo,May 2023,3,3,4,1,4,,1,no
Lufthansa,1,"""would not recommend travelling with Lufthansa""",6th June 2023,FALSE,"  We had a flight from Brussels to Vancouver with a change in Frankfurt. Normally we would board in Vancouver 4th of June at 11am to start a cruise. Our flight in Brussels had a delay of 70 minutes, so we missed our connection in Frankfurt. Still on the plane, taxiing to the gate, we received an email that our flight to Vancouver was rebooked to Monday 5th June, that was not ok because the cruise started on the 4th. At the customer desk, after a waiting time of 90 minutes, the lady was very rude, she gave us a flight with a stopover in Chicago and a (theoretical) arrival in Vancouver on the 4th at 11h 33am. That was too late, by no means we could arrive on time to board our cruise ship (11am). The lady was constantly pointing her watch to make clear that her shift was over, she only spent 10 minutes to solve our problem. She threw the new flight schedule on the desk, turned around and went away. I was totally in shock. In our life we have made a lot of travels to all kind of continents and with all kind of carriers. Never, never were we treated in such a brutal, disrespectful manner. We took a train back home, a sad ending of our dream cruise. I would not recommend travelling with Lufthansa.",A320neo,Couple Leisure,Economy Class,Brussels to Vancouver via Frankfurt,June 2023,2,2,1,1,,,1,no
Lufthansa,4,"""lacking the premium experience""",4th June 2023,TRUE,"  Any longer flights will no longer be done with Lufthansa. They are charging premium prices but lacking the premium experience. The food was terrible, the seats were cramped and uncomfortable. WiFi came at a premium even for messages only. Many of the changes made by Lufthansa over the years remind me of budget airlines like easy jet. The very reason I flew with Lufthansa was the more Premium experience, such as being able to choose a seat on check-in free of charge. Ironically, the flight to San Francisco, our first stop on a road trip, was with United who had great food, very generous service and comfortable seats. It's sad seeing what's happened to this once great airline.",A350,Couple Leisure,Economy Class,Los Angeles to Munich,May 2023,1,4,1,3,3,1,3,no
Lufthansa,1,"""not given the special meal""",31st May 2023,TRUE,"  Absolutely awful at each level. Lufthansa has completely lost it. Under the pretext of COVID, Lufthansa has become extremely cheap. I have been a miles and more loyal passenger for at least a decade. During booking the lady was extremely rude and would not confirm if tickets were refundable if cancelled within 24 hours. In Washington and in Frankfurt the food was extremely sub standard and choices limited and on both flights I was not given the special meal that I had ordered. I have specific dietary requirements and despite confirming the meal twice before travel, they messed up my meal. During my flight from Frankfurt to Riyadh, the boarding was a horror. Passengers were not segregated according to class and it was almost a free for all. The ground staff was extremely rude. I requested that lady that perhaps passengers could be segregated according to class and made to board according to zones. To which she replied sarcastically how thankful she was to learn from me. I wrote several emails to Lufthansa asking them to address this and never got a reply. ",,Business,Business Class,Washington to Riyadh via Frankfurt,April 2023,1,1,1,1,1,1,1,no
Lufthansa,5,"""lack of service from their staff""",29th May 2023,TRUE,"  I was not able to do this online myself as their online booking system kept telling me to contact customer service for any add ons. I missed a step when I was originally booking online and I ended up booking my seat from Barcelona to Munich and not from Munich to Vancouver. I was willing to pay for my seat.  I didn’t have roaming on my phone so I used my friends phone. I googled how to reach Lufthansa from Spain. I couldn’t call their 1800 customer service number because it didn’t work from Spain. I googled everything from what area codes to use from Spain to call Lufthansa using a Canadian phone. Well let me tell you with all this technology these companies have they don’t make it easy on the customer. It’s not enough we have us do all the work ourselves when booking tickets and checking in, but its hard reaching customer service when you need them. Their online system is not user friendly and when it tells you to contact Lufthansa directly, but they don’t offer you a phone number let alone a number for calling from Spain or other foreign countries even though they have offices in these countries. After I managed to find their number on Google and it said it was Lufthansa’s number I ended up calling the Barcelona Airport. Finally, I did reach Lufthansa’s offices in Madrid. This woman picked it up and she was speaking in Spanish. I asked her if anybody there speaks English because I know no Spanish. As soon as I said that her attitude changed. She kept telling me that she didn’t speak English. I asked if some else there did? She said nobody. I told her all I wanted to do was book my seat, but she kept telling me to call this old number that didn’t exist because I had tried it. The irony was this woman kept speaking to me in full English sentences, but then she would say I don’t speak English? She would say “Sir you have to call this number for help” “Sir nobody speaks English here not even my colleagues” “Sir we have no manager here to help you” I told her that her English was fine & that she was speaking to me in full English sentences.  I was pleading with her to help me.  I got my friend to call her & talk to her in Spanish, and she told my friend that she couldn’t book our seats & to wait till we got to the airport. She told my friend that all the seats were booked. The next morning when we arrived at Barcelona Airport we checked in at the Lufthansa counter. We told this agent what the woman on the phone told us about there being no seats available and he couldn’t understand why she would say that because he said there were many seats available. Lufthansa needs to take responsibility for the lack of service from their staff behind the scenes. ",,Couple Leisure,Economy Class,Vancouver to Barcelona via Toronto,May 2023,3,4,3,4,3,3,3,no
